player_id,player_name,positions,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
dylan-best,Dylan Best,P,4.0,,,20.0,17.0,,2.0,1.0,2.0,,,18.0,1.0,153.0,99.0
dylan-burns,Dylan Burns,P,3.0,1.0,,27.0,21.0,1.0,4.0,1.0,,,,24.0,1.0,237.0,176.0
dylan-declerck,Dylan DeClerck,P,6.0,14.0,1.0,70.0,47.0,,24.0,3.0,1.0,,,50.0,1.0,1288.0,237.0
dylan-hall,Dylan Hall,P,3.0,2.0,,25.0,21.0,3.0,5.0,1.0,3.0,70.0,,27.0,6.0,213.0,228.0
dylan-hawkins,Dylan Hawkins,P,1.0,4.0,,31.0,31.0,1.0,4.0,4.0,,,,32.0,1.0,206.0,91.0
dylan-lacombe-burgoyne,Dylan Lacombe-Burgoyne,P,6.0,3.0,,174.0,211.0,3.0,2.0,21.0,6.0,,,225.0,13.0,886.0,1591.0
dylan-nice,Dylan Nice,P,4.0,5.0,,39.0,30.0,2.0,7.0,5.0,,,,33.0,3.0,444.0,151.0
eddie-finley,Eddie Finley,P,,1.0,,23.0,16.0,1.0,3.0,2.0,,,,17.0,1.0,259.0,-25.0
eli-friedman,Eli Friedman,P,6.0,1.0,,33.0,40.0,1.0,2.0,2.0,7.0,,,42.0,2.0,119.0,643.0
eli-motycka,Eli Motycka,P,,,,9.0,9.0,,1.0,1.0,,,,9.0,,13.0,78.0
elijah-jaime,Elijah Jaime,P,5.0,2.0,,110.0,82.0,1.0,25.0,7.0,3.0,,,85.0,3.0,1449.0,503.0
elijah-long,Elijah Long,P,18.0,4.0,,285.0,315.0,3.0,11.0,25.0,7.0,,,333.0,15.0,976.0,1743.0
elijah-salmon,Elijah Salmon,P,1.0,1.0,,58.0,67.0,2.0,2.0,7.0,1.0,,,68.0,1.0,333.0,428.0
eliott-heloir,Eliott Heloir,P,2.0,2.0,,11.0,19.0,,0.0,1.0,1.0,13.0,,22.0,2.0,-22.0,255.0
elliot-sakach,Elliot Sakach,P,7.0,7.0,,51.0,47.0,1.0,5.0,3.0,3.0,,,50.0,3.0,409.0,392.0
elliot-warner,Elliot Warner,P,6.0,1.0,,102.0,125.0,,4.0,4.0,1.0,,,133.0,9.0,203.0,887.0
elliott-chartock,Elliott Chartock,P,17.0,1.0,,242.0,283.0,,9.0,19.0,17.0,,,296.0,12.0,269.0,2451.0
elliott-moore,Elliott Moore,P,22.0,6.0,,95.0,105.0,,6.0,4.0,2.0,6.0,1.0,120.0,14.0,414.0,913.0
emmanuel-bilolo,Emmanuel Bilolo,P,6.0,1.0,,99.0,84.0,2.0,4.0,8.0,4.0,,1.0,97.0,12.0,810.0,616.0
emmanuel-kameri,Emmanuel Kameri,P,2.0,1.0,,27.0,26.0,,1.0,2.0,1.0,1.0,,29.0,3.0,171.0,136.0
emmet-shipway,Emmet Shipway,P,7.0,1.0,,51.0,52.0,,6.0,9.0,4.0,17.0,,56.0,2.0,312.0,449.0
eric-blais,Eric Blais,P,1.0,,,46.0,38.0,,3.0,8.0,,51.0,,44.0,6.0,304.0,136.0
eric-brodbeck,Eric Brodbeck,P,6.0,4.0,,98.0,90.0,,17.0,7.0,4.0,1.0,,99.0,7.0,939.0,514.0
eric-carter,Eric Carter,P,5.0,3.0,,53.0,61.0,,1.0,5.0,4.0,1.0,,62.0,2.0,107.0,444.0
eric-nardelli,Eric Nardelli,P,3.0,1.0,1.0,54.0,47.0,,10.0,1.0,1.0,,,48.0,1.0,253.0,238.0
eric-sjostrom,Eric Sjostrom,P,3.0,,,13.0,15.0,,,,,,,15.0,,122.0,201.0
eric-witmer,Eric Witmer,P,13.0,14.0,,104.0,94.0,,6.0,5.0,7.0,,,102.0,8.0,538.0,737.0
ethan-bloodworth,Ethan Bloodworth,P,6.0,3.0,,83.0,75.0,1.0,6.0,9.0,4.0,,,82.0,4.0,491.0,394.0
ethan-fortin,Ethan Fortin,P,8.0,2.0,,76.0,86.0,,1.0,5.0,1.0,1.0,1.0,91.0,6.0,75.0,669.0
ethan-holmgren,Ethan Holmgren,P,1.0,,,20.0,20.0,1.0,,1.0,,2.0,,21.0,1.0,121.0,131.0
ethan-li,Ethan Li,P,4.0,2.0,,67.0,83.0,,4.0,7.0,,35.0,,88.0,4.0,213.0,470.0
eugene-lheureux,Eugene L\'Heureux,P,12.0,7.0,,81.0,107.0,,4.0,10.0,7.0,107.0,1.0,122.0,15.0,266.0,1193.0
evan-magsig,Evan  Magsig,P,21.0,5.0,,265.0,309.0,3.0,8.0,19.0,6.0,10.0,1.0,330.0,17.0,853.0,2348.0
evan-swiatek,Evan Swiatek,P,26.0,7.0,,239.0,200.0,4.0,32.0,22.0,5.0,,1.0,217.0,10.0,2919.0,1219.0
everest-shapiro,Everest Shapiro,P,9.0,8.0,,182.0,146.0,4.0,24.0,18.0,4.0,,2.0,159.0,13.0,2210.0,846.0
everett-saunders,Everett Saunders,P,8.0,8.0,,37.0,46.0,1.0,4.0,2.0,4.0,11.0,,51.0,5.0,197.0,541.0
felix-leonard,Felix Leonard,P,2.0,,,25.0,26.0,,,2.0,1.0,,,28.0,2.0,1.0,252.0
felix-pronove,Felix Pronove,P,5.0,3.0,,40.0,31.0,1.0,2.0,1.0,3.0,,,36.0,5.0,231.0,200.0
fletcher-hare,Fletcher Hare,P,3.0,7.0,,40.0,37.0,,7.0,2.0,1.0,15.0,,39.0,2.0,362.0,205.0
frederick-farah,Frederick Farah,P,,,,3.0,3.0,,,,,,,3.0,,30.0,-4.0
gabe-colton,Gabe Colton,P,2.0,3.0,,26.0,20.0,,4.0,2.0,,22.0,,22.0,2.0,299.0,34.0
garrett-braun,Garrett Braun,P,4.0,2.0,,37.0,35.0,,3.0,3.0,1.0,1.0,,38.0,3.0,232.0,269.0
garrett-hable,Garrett Hable,P,2.0,5.0,,39.0,35.0,1.0,3.0,2.0,,,,38.0,1.0,285.0,171.0
garrett-martin,Garrett Martin,P,44.0,4.0,,321.0,281.0,6.0,24.0,25.0,14.0,,2.0,307.0,21.0,2869.0,2435.0
garrett-santi,Garrett Santi,P,5.0,1.0,,48.0,45.0,2.0,1.0,2.0,1.0,65.0,1.0,47.0,1.0,363.0,203.0
garrett-wilson,Garrett Wilson,WR/P,2.0,,,19.0,19.0,,1.0,1.0,,,,19.0,,45.0,146.0
gavin-abrahamsson,Gavin Abrahamsson,P,,2.0,,30.0,28.0,,6.0,2.0,,,,29.0,1.0,395.0,61.0
gavin-babbitt,Gavin Babbitt,P,,,,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0
gavin-may,Gavin May,P,6.0,10.0,,70.0,53.0,1.0,15.0,5.0,1.0,,,58.0,3.0,962.0,311.0
genichi-nakano,Genichi Nakano,P,4.0,13.0,,50.0,43.0,4.0,9.0,,3.0,,0.0,47.0,3.0,566.0,396.0
geoff-bevan,Geoff Bevan,P,5.0,2.0,,68.0,71.0,,1.0,3.0,2.0,16.0,,82.0,9.0,183.0,557.0
gordon-larson,Gordon Larson,P,1.0,2.0,,5.0,5.0,,1.0,,1.0,,,5.0,1.0,20.0,23.0
grant-lindsley,Grant Lindsley,P,15.0,,,148.0,158.0,2.0,8.0,10.0,9.0,,,165.0,7.0,784.0,1406.0
greg-martin,Greg Martin,P,7.0,6.0,1.0,209.0,164.0,2.0,40.0,14.0,5.0,1.0,,171.0,7.0,2225.0,463.0
griffin-mckee,Griffin McKee,P,6.0,5.0,,128.0,116.0,2.0,11.0,8.0,1.0,,,122.0,6.0,1184.0,503.0
griffin-miller,Griffin Miller,P,14.0,2.0,,145.0,147.0,2.0,5.0,6.0,5.0,,,161.0,13.0,1076.0,1165.0
gustav-haflin,Gustav Haflin,P,4.0,8.0,,35.0,38.0,,3.0,4.0,1.0,1.0,,40.0,1.0,391.0,236.0
hayden-austin-knab,Hayden Austin-Knab,P,2.0,3.0,,47.0,41.0,,7.0,3.0,,1.0,,47.0,5.0,409.0,196.0
henry-goldenberg,Henry Goldenberg,P,23.0,4.0,,378.0,422.0,3.0,8.0,11.0,6.0,,1.0,448.0,23.0,1302.0,2390.0
ian-dietrich,Ian Dietrich,P,,1.0,,11.0,11.0,,,1.0,,,1.0,12.0,1.0,73.0,-8.0
ian-falck,Ian Falck,P,2.0,1.0,,12.0,11.0,,1.0,1.0,,,,11.0,1.0,68.0,91.0
ian-ladner,Ian Ladner,P,1.0,,,4.0,3.0,1.0,1.0,1.0,,,,3.0,1.0,20.0,16.0
ian-lawson,Ian Lawson,P,,3.0,,17.0,13.0,,2.0,2.0,,,,17.0,4.0,207.0,79.0
ian-sweeney,Ian Sweeney,P,28.0,4.0,,240.0,293.0,1.0,1.0,13.0,15.0,25.0,1.0,326.0,30.0,530.0,3053.0
ian-wallace,Ian Wallace,P,1.0,,,6.0,4.0,,,,,,,7.0,3.0,133.0,24.0
isaac-lee,Isaac Lee,P,,,,14.0,17.0,,,2.0,2.0,,,19.0,2.0,29.0,174.0
isaac-tan,Isaac Tan,P,,1.0,,9.0,10.0,1.0,1.0,,,,,11.0,1.0,26.0,75.0
isaiah-moore,Isaiah Moore,P,,1.0,,5.0,3.0,,2.0,1.0,,,,4.0,1.0,91.0,-10.0
ivan-tran,Ivan Tran,P,2.0,1.0,,26.0,26.0,1.0,1.0,3.0,,1.0,,27.0,1.0,80.0,133.0
jared-johnson,JARED JOHNSON,FB/P/RB,15.0,6.0,,342.0,413.0,5.0,16.0,12.0,6.0,,,443.0,22.0,1344.0,2746.0
jp-burns,JP Burns,P,15.0,4.0,,72.0,82.0,,8.0,11.0,9.0,10.0,,91.0,10.0,454.0,828.0
jac-carreiro,Jac Carreiro,P,3.0,5.0,,11.0,10.0,,2.0,0.0,1.0,5.0,,11.0,1.0,113.0,119.0
jace-bruner,Jace Bruner,P,3.0,11.0,,57.0,53.0,1.0,11.0,4.0,1.0,2.0,,58.0,4.0,404.0,276.0
jace-duennebeil,Jace Duennebeil,P,18.0,2.0,,122.0,86.0,3.0,31.0,13.0,7.0,,,91.0,5.0,2169.0,651.0
jack-brown,Jack Brown,P,5.0,4.0,,97.0,68.0,4.0,23.0,11.0,6.0,,,78.0,7.0,1375.0,489.0
jack-galle,Jack Galle,P,,,,1.0,1.0,,,,,,,1.0,,18.0,-4.0
jack-havey,Jack Havey,P,19.0,,,303.0,287.0,1.0,14.0,17.0,2.0,,,312.0,22.0,1759.0,1712.0
jack-kelly,Jack Kelly,P,7.0,1.0,,117.0,97.0,1.0,16.0,9.0,2.0,,,103.0,6.0,967.0,419.0
jack-nelson,Jack Nelson,P,,,,5.0,4.0,,1.0,1.0,,,,4.0,,39.0,32.0
jack-park,Jack Park,P,,1.0,,3.0,2.0,,,1.0,,,,3.0,,68.0,4.0
jack-shanahan,Jack Shanahan,P,23.0,4.0,,218.0,196.0,1.0,15.0,13.0,9.0,9.0,,215.0,15.0,1716.0,1311.0
jack-williams,Jack Williams,P,26.0,2.0,,277.0,289.0,1.0,18.0,21.0,8.0,,1.0,303.0,14.0,1644.0,2140.0
jack-wooldridge,Jack Wooldridge,P,5.0,3.0,,93.0,118.0,1.0,6.0,5.0,3.0,11.0,,126.0,6.0,375.0,824.0
jackson-potts,Jackson Potts,P,8.0,8.0,,71.0,75.0,1.0,5.0,5.0,2.0,65.0,,84.0,8.0,558.0,645.0
jackson-de-campos,Jackson de Campos,P,4.0,,,32.0,39.0,,1.0,3.0,,,1.0,42.0,6.0,132.0,149.0
jacob-anthuvan,Jacob Anthuvan,P,2.0,3.0,,50.0,40.0,,6.0,2.0,,,,44.0,4.0,591.0,-22.0
jacob-blackman,Jacob Blackman,P,,5.0,,6.0,4.0,,3.0,2.0,,,,6.0,1.0,76.0,19.0
jacob-duquette,Jacob Duquette,P,2.0,2.0,,40.0,42.0,1.0,3.0,3.0,,6.0,,46.0,4.0,168.0,232.0
jacob-fairfax,Jacob Fairfax,P,11.0,7.0,,142.0,122.0,2.0,19.0,10.0,6.0,1.0,,128.0,6.0,2192.0,742.0
jacob-fella,Jacob Fella,P,1.0,4.0,,59.0,49.0,1.0,10.0,8.0,2.0,,,55.0,5.0,570.0,250.0
jacob-jahnke,Jacob Jahnke,P,2.0,,,18.0,15.0,,3.0,,,,,15.0,,195.0,109.0
jacob-miller,Jacob Miller,P,24.0,2.0,,315.0,351.0,1.0,15.0,30.0,8.0,,,358.0,9.0,1795.0,2831.0
jacob-sames,Jacob Sames,P,2.0,2.0,,36.0,41.0,2.0,2.0,7.0,,,,44.0,2.0,145.0,272.0
jacob-shoyer,Jacob Shoyer,P,1.0,1.0,,53.0,43.0,1.0,8.0,2.0,2.0,,,46.0,2.0,517.0,238.0
jacob-smith,Jacob Smith,P,,2.0,,20.0,21.0,,1.0,4.0,,,,23.0,2.0,212.0,143.0
jacob-wham,Jacob Wham,P,8.0,5.0,,48.0,42.0,,5.0,2.0,2.0,1.0,,45.0,3.0,509.0,177.0
jacques-nissen,Jacques Nissen,P,8.0,,,111.0,127.0,,3.0,12.0,,,,129.0,3.0,425.0,741.0
jake-carrico,Jake Carrico,P,5.0,9.0,1.0,37.0,38.0,,6.0,4.0,0.0,,,40.0,2.0,200.0,303.0
jake-floyd,Jake Floyd,P,15.0,1.0,,129.0,155.0,1.0,6.0,10.0,4.0,10.0,,164.0,8.0,570.0,1387.0
jake-kenniv,Jake Kenniv,P,18.0,8.0,1.0,293.0,261.0,4.0,26.0,19.0,4.0,4.0,1.0,276.0,15.0,2343.0,1191.0
jake-radack,Jake Radack,P,22.0,1.0,,364.0,379.0,4.0,3.0,23.0,20.0,1.0,,402.0,18.0,548.0,3802.0
jake-steslicki,Jake Steslicki,P,10.0,8.0,1.0,146.0,144.0,,11.0,12.0,0.0,,,153.0,8.0,517.0,433.0
jake-taylor,Jake Taylor,P,3.0,,,32.0,38.0,,1.0,2.0,1.0,,,41.0,3.0,56.0,213.0
jake-worthington,Jake Worthington,P,1.0,2.0,,42.0,35.0,,4.0,2.0,,,,37.0,2.0,450.0,82.0
jakeem-polk,Jakeem Polk,P,2.0,4.0,,28.0,16.0,2.0,9.0,,,72.0,,19.0,3.0,533.0,-13.0
james-carr-pries,James Carr-Pries,P,1.0,,,5.0,4.0,,1.0,,,,,4.0,,67.0,28.0
james-kittlesen,James Kittlesen,P,1.0,6.0,,15.0,13.0,1.0,3.0,2.0,,,,13.0,,238.0,42.0
james-lewis,James Lewis,P,18.0,13.0,,228.0,194.0,,28.0,16.0,7.0,2.0,,209.0,13.0,2922.0,1170.0
james-mcclean,James McClean,P,2.0,,,23.0,22.0,,3.0,2.0,,,,23.0,1.0,67.0,107.0
james-pollard,James Pollard,P,25.0,6.0,,235.0,177.0,2.0,36.0,15.0,19.0,11.0,,201.0,21.0,3039.0,1630.0
james-sykora,James Sykora,P,,1.0,,,3.0,,,,,,,3.0,,,3.0
jamie-kauffman,Jamie Kauffman,P,5.0,6.0,,45.0,35.0,1.0,10.0,5.0,,,,38.0,2.0,804.0,248.0
jamie-millage,Jamie Millage,P,,1.0,,10.0,7.0,,3.0,,,,,8.0,1.0,111.0,-1.0
jan-szmanda,Jan Szmanda,P,2.0,,,30.0,41.0,,1.0,2.0,,,,44.0,3.0,46.0,165.0
jared-morrow,Jared Morrow,P,,,,2.0,2.0,1.0,,1.0,,16.0,,2.0,,8.0,12.0
jason-hustad,Jason Hustad,P,48.0,10.0,,452.0,495.0,,4.0,23.0,36.0,13.0,,560.0,55.0,1591.0,5439.0
jason-tschida,Jason Tschida,P,2.0,2.0,,154.0,179.0,1.0,7.0,6.0,,,,183.0,3.0,39.0,991.0
jason-vallee,Jason Vallee,P,,,,56.0,56.0,1.0,3.0,2.0,,1.0,,59.0,3.0,239.0,195.0
jasper-tom,Jasper Tom,P,2.0,10.0,,59.0,46.0,,12.0,3.0,2.0,4.0,,53.0,7.0,528.0,283.0
jay-clark,Jay Clark,P,4.0,1.0,,40.0,36.0,,3.0,1.0,2.0,,,39.0,3.0,403.0,270.0
jay-froude,Jay Froude,P,12.0,9.0,,160.0,140.0,3.0,16.0,16.0,5.0,,,146.0,6.0,1729.0,611.0
jeff-babbitt,Jeff Babbitt,P,2.0,13.0,,213.0,165.0,,45.0,14.0,1.0,,,170.0,4.0,2433.0,294.0
jeff-holm,Jeff Holm,P,10.0,5.0,,59.0,70.0,,,2.0,2.0,,,73.0,3.0,244.0,472.0
jeff-wodatch,Jeff Wodatch,P,15.0,2.0,,142.0,129.0,,10.0,7.0,5.0,,,132.0,2.0,1197.0,967.0
jeffrey-burris,Jeffrey Burris,P,1.0,1.0,,32.0,23.0,,8.0,2.0,,1.0,,24.0,1.0,346.0,96.0
jeffrey-silverman,Jeffrey Silverman,P,1.0,10.0,,20.0,13.0,,3.0,1.0,,1.0,,14.0,1.0,222.0,75.0
jensen-wells,Jensen Wells,P,2.0,1.0,,21.0,20.0,,3.0,4.0,2.0,,,22.0,3.0,225.0,196.0
jeremy-branson,Jeremy Branson,P,12.0,1.0,,124.0,135.0,,4.0,10.0,3.0,,1.0,139.0,4.0,336.0,1106.0
jeremy-hill,Jeremy Hill,P,,,,22.0,17.0,,2.0,2.0,,,,21.0,3.0,247.0,52.0
jeremy-keusch,Jeremy Keusch,P,10.0,3.0,,192.0,161.0,6.0,22.0,9.0,,,,171.0,9.0,1859.0,718.0
jeremy-knopf,Jeremy Knopf,P,3.0,1.0,,94.0,110.0,,3.0,3.0,2.0,,,114.0,4.0,347.0,727.0
jeremy-langdon,Jeremy Langdon,P,13.0,6.0,,95.0,81.0,1.0,8.0,7.0,3.0,4.0,1.0,87.0,6.0,919.0,526.0
jerry-kelly,Jerry Kelly,P,4.0,3.0,,25.0,29.0,,1.0,2.0,,,,29.0,,52.0,159.0
jesse-johnson,Jesse Johnson,P,4.0,6.0,,81.0,69.0,3.0,15.0,6.0,,1.0,,72.0,3.0,932.0,125.0
jim-karl,Jim Karl,P,,,,1.0,2.0,,,,,,,2.0,,1.0,9.0
jimmy-mcguinness,Jimmy McGuinness,P,2.0,8.0,,17.0,15.0,,1.0,2.0,1.0,,,17.0,3.0,186.0,-15.0
jimmy-towle,Jimmy Towle,P,13.0,2.0,,255.0,226.0,3.0,22.0,20.0,2.0,,,233.0,7.0,2422.0,779.0
jimmy-zuraw,Jimmy Zuraw,P,11.0,10.0,,196.0,229.0,1.0,10.0,16.0,1.0,,,248.0,16.0,660.0,1459.0
joe-anderson,Joe Anderson,P,,,,21.0,18.0,,4.0,2.0,,,,18.0,2.0,24.0,23.0
joe-leibforth,Joe Leibforth,P,6.0,7.0,,21.0,21.0,,5.0,4.0,,,,21.0,,231.0,131.0
joe-merrill,Joe Merrill,P,2.0,10.0,,36.0,25.0,,8.0,4.0,,,,26.0,1.0,460.0,110.0
joe-molder,Joe Molder,P,,2.0,,2.0,2.0,,,,,,,2.0,,21.0,-6.0
joe-simonelli,Joe Simonelli,P,5.0,0.0,,35.0,37.0,,,3.0,,10.0,,45.0,7.0,97.0,313.0
joe-white,Joe White,P,5.0,1.0,,72.0,62.0,1.0,7.0,4.0,1.0,,,66.0,3.0,554.0,441.0
joel-caswell,Joel Caswell,P,1.0,1.0,,10.0,8.0,,2.0,,,,,8.0,0.0,158.0,-8.0
joel-close,Joel Close,P,3.0,1.0,,6.0,9.0,,1.0,1.0,,,,9.0,,134.0,25.0
joel-willison,Joel Willison,P,2.0,,,18.0,13.0,2.0,2.0,1.0,1.0,1.0,,16.0,3.0,187.0,95.0
joey-cari,Joey Cari,P,2.0,2.0,,66.0,76.0,,3.0,3.0,,,,77.0,,117.0,319.0
joey-wylie,Joey Wylie,P,12.0,12.0,,129.0,110.0,2.0,17.0,11.0,,,1.0,117.0,5.0,1189.0,725.0
john-clyde,John Clyde,P,14.0,1.0,,161.0,168.0,1.0,7.0,10.0,11.0,33.0,,194.0,22.0,500.0,1519.0
john-dowling,John Dowling,P,0.0,1.0,,9.0,7.0,,,0.0,,7.0,,9.0,1.0,90.0,71.0
john-jones,John Jones,P,,2.0,,10.0,9.0,,2.0,1.0,,,,10.0,1.0,62.0,70.0
john-lithio,John Lithio,P,13.0,2.0,,193.0,179.0,0.0,20.0,13.0,5.0,,,188.0,9.0,2033.0,801.0
john-mcmonigal,John McMonigal,P,2.0,2.0,,20.0,25.0,2.0,3.0,1.0,1.0,,,26.0,1.0,111.0,189.0
john-randolph,John Randolph,P,14.0,14.0,,107.0,96.0,,9.0,8.0,3.0,1.0,1.0,104.0,5.0,849.0,627.0
john-shelley,John Shelley,P,13.0,1.0,,185.0,216.0,4.0,9.0,12.0,10.0,4.0,,243.0,22.0,710.0,1846.0
john-tan,John Tan,P,,1.0,,,1.0,,,,,,,1.0,,,11.0
jon-deamicis,Jon DeAmicis,P,,,,2.0,2.0,,,,,2.0,,2.0,0.0,12.0,4.0
jon-snyder,Jon Snyder,P,7.0,,,212.0,238.0,2.0,8.0,14.0,5.0,,1.0,251.0,14.0,588.0,1580.0
jonathan-lee,Jonathan Lee,P,5.0,3.0,,75.0,84.0,,1.0,9.0,2.0,1.0,,95.0,9.0,314.0,668.0
jonathan-mast,Jonathan Mast,P,26.0,3.0,,463.0,509.0,,7.0,33.0,14.0,,1.0,533.0,18.0,1158.0,3647.0
jonathan-nethercutt,Jonathan Nethercutt,P,29.0,3.0,1.0,195.0,240.0,,3.0,12.0,13.0,,1.0,265.0,22.0,564.0,2092.0
jonny-hoffman,Jonny Hoffman,P,8.0,11.0,,53.0,42.0,,11.0,8.0,,,,47.0,4.0,668.0,296.0
jonny-malks,Jonny Malks,P,19.0,5.0,,367.0,414.0,1.0,28.0,21.0,14.0,,,437.0,21.0,1982.0,2852.0
jordan-kerr,Jordan Kerr,P,33.0,7.0,,232.0,201.0,,34.0,17.0,3.0,1.0,,214.0,11.0,2450.0,1222.0
jordan-queckboerner,Jordan Queckboerner,P,8.0,12.0,,82.0,80.0,2.0,7.0,5.0,2.0,29.0,,88.0,6.0,630.0,378.0
jordan-rhyne,Jordan Rhyne,P,19.0,6.0,,326.0,325.0,1.0,5.0,23.0,12.0,,1.0,352.0,23.0,1172.0,2148.0
jordan-salazar,Jordan Salazar,P,8.0,5.0,,67.0,56.0,,7.0,4.0,,,,61.0,6.0,877.0,308.0
jordan-smith,Jordan Smith,P,1.0,1.0,,45.0,48.0,4.0,1.0,3.0,,1.0,,51.0,3.0,112.0,172.0
jordan-taylor,Jordan Taylor,P,8.0,3.0,,131.0,111.0,,14.0,8.0,3.0,1.0,,121.0,11.0,1212.0,791.0
joseph-cubitt,Joseph Cubitt,P,26.0,3.0,,411.0,505.0,4.0,11.0,18.0,18.0,,,537.0,28.0,707.0,3353.0
joseph-welkener,Joseph Welkener,P,9.0,6.0,,71.0,72.0,1.0,7.0,0.0,1.0,14.0,,81.0,7.0,476.0,526.0
josh-klane,Josh Klane,P,24.0,,,317.0,340.0,3.0,3.0,20.0,22.0,1.0,1.0,366.0,23.0,685.0,2934.0
joshua-moore,Joshua Moore,WR/P,1.0,3.0,,75.0,66.0,2.0,11.0,8.0,,3.0,,68.0,3.0,687.0,215.0
joshua-wilson,Joshua Wilson,P,15.0,5.0,,156.0,190.0,1.0,5.0,16.0,2.0,5.0,,203.0,10.0,554.0,1141.0
joshua-zdrodowski,Joshua Zdrodowski,P,2.0,4.0,,20.0,15.0,,6.0,,2.0,35.0,,18.0,3.0,179.0,149.0
josue-alorro,Josue Alorro,P,5.0,3.0,,53.0,56.0,,2.0,6.0,4.0,30.0,,58.0,2.0,228.0,486.0
julien-bernat,Julien Bernat,P,2.0,,,12.0,12.0,1.0,1.0,,2.0,,,12.0,,96.0,128.0
justin-abel,Justin Abel,P,8.0,5.0,,72.0,72.0,,5.0,5.0,2.0,32.0,,76.0,7.0,225.0,600.0
justin-burnett,Justin Burnett,P,9.0,19.0,,48.0,40.0,2.0,7.0,4.0,2.0,1.0,,44.0,5.0,538.0,294.0
justin-cheung,Justin Cheung,P,,0.0,,9.0,9.0,,2.0,,,,,9.0,,89.0,11.0
justin-keller,Justin Keller,P,6.0,3.0,,118.0,112.0,,3.0,4.0,1.0,,,119.0,6.0,204.0,494.0
justin-norden,Justin Norden,P,1.0,,,10.0,16.0,,,,1.0,1.0,,20.0,4.0,21.0,61.0
justin-wollin,Justin Wollin,P,1.0,2.0,,47.0,47.0,,2.0,2.0,1.0,3.0,,51.0,4.0,148.0,155.0
kai-delorenzo,Kai DeLorenzo,P,15.0,11.0,,139.0,136.0,1.0,4.0,19.0,10.0,55.0,,156.0,19.0,973.0,1225.0
kai-marshall,Kai Marshall,P,2.0,2.0,,27.0,21.0,2.0,4.0,2.0,,,,23.0,2.0,291.0,53.0
kainoa-chun-moy,Kainoa Chun Moy,P,6.0,5.0,,131.0,120.0,2.0,10.0,10.0,4.0,11.0,,129.0,8.0,684.0,660.0
kamal-raslan,Kamal Raslan,P,4.0,3.0,,72.0,86.0,1.0,1.0,7.0,3.0,,,91.0,3.0,184.0,668.0
karl-ekwurtzel,Karl Ekwurtzel,P,1.0,3.0,,51.0,42.0,2.0,7.0,4.0,,,,44.0,3.0,642.0,124.0
keali-mccarter,Ke\'ali McCarter,P,2.0,1.0,,13.0,10.0,,,1.0,,,,13.0,2.0,223.0,37.0
keegan-north,Keegan North,P,38.0,5.0,,301.0,319.0,5.0,11.0,21.0,11.0,,,334.0,14.0,1248.0,2140.0
keenan-laurence,Keenan Laurence,P,15.0,7.0,,142.0,106.0,1.0,26.0,9.0,6.0,,,114.0,7.0,2256.0,895.0
keith-mcrae,Keith McRae,P,9.0,4.0,,91.0,74.0,2.0,15.0,5.0,7.0,,,84.0,10.0,946.0,688.0
kelsen-alexander,Kelsen Alexander,P,16.0,5.0,1.0,114.0,130.0,1.0,9.0,13.0,4.0,,,136.0,6.0,436.0,1204.0
kelvin-huang,Kelvin Huang,P,4.0,1.0,,45.0,34.0,1.0,8.0,3.0,1.0,,,37.0,3.0,321.0,163.0
kennith-taylor,Kennith Taylor,P,5.0,6.0,,45.0,39.0,1.0,4.0,5.0,1.0,,,41.0,2.0,381.0,227.0
kenny-furdella,Kenny Furdella,P,5.0,1.0,,169.0,187.0,,12.0,11.0,1.0,,1.0,197.0,2.0,370.0,956.0
kenny-lane-iii,Kenny Lane III,P,9.0,1.0,,178.0,224.0,4.0,7.0,17.0,6.0,36.0,,238.0,8.0,442.0,1543.0
keven-marshall,Keven Marshall,P,,,,1.0,1.0,,,,,,,2.0,1.0,4.0,-2.0
kevin-healey,Kevin Healey,P,4.0,3.0,,67.0,53.0,,13.0,5.0,,,,56.0,3.0,1003.0,213.0
kevin-jay,Kevin Jay,P,3.0,2.0,,37.0,43.0,,2.0,2.0,,0.0,,48.0,4.0,77.0,413.0
kevin-land,Kevin Land,P,6.0,2.0,,59.0,54.0,3.0,9.0,3.0,5.0,,,56.0,3.0,570.0,417.0
kevin-nicholl,Kevin Nicholl,P,,,,13.0,9.0,,1.0,1.0,,,1.0,10.0,,150.0,60.0
kevin-pignone,Kevin Pignone,P,7.0,,,62.0,75.0,,4.0,6.0,1.0,3.0,0.0,79.0,3.0,326.0,470.0
kevin-quinlan,Kevin Quinlan,P,26.0,1.0,,249.0,242.0,3.0,15.0,8.0,15.0,,1.0,261.0,18.0,1309.0,2279.0
kevin-richardson,Kevin Richardson,P,6.0,3.0,,59.0,75.0,2.0,,4.0,2.0,47.0,,73.0,,352.0,424.0
khalif-el-salaam,Khalif El-Salaam,P,29.0,5.0,1.0,172.0,155.0,1.0,12.0,16.0,17.0,27.0,,163.0,8.0,1436.0,1589.0
kota-sugahara,Kota Sugahara,P,3.0,5.0,,69.0,83.0,2.0,2.0,7.0,2.0,,,87.0,3.0,170.0,585.0
